sentimen,tweet,labels
netral,tidak tega salah jokoeikrn rezim jokowi tidak kreatifhanya terus yang lalu kita ekonomekonomi kalau hanya tidak perlu perintah,1
netral,jokowi indonesia akan jadi negara dengan ekonomi kuat ke,1
negatif,bohong kalau tidak ambil gaji hanya demi buah ambisi politik,0
netral,pada debat ke prabowo nilai tidak harga susilo bambang yudhoyono demokrat pergi pictwittercomwppmmsdy,1
netral,perintah jokowi fokus pada tumbuh ekonomi adil antara news,1
positif,sah suara april jokowiaminharga mati negara satu republik indonesia,2
negatif,oke bro sist nyata pas debat pak pak ya iya sama juga tekad kembang wisata halal ekonomi bas syariat tapi ada partai dukung yang anti syariat bagiamana ini,0
negatif,mereka bilang rela tidak di gaji ya jelas orang jadi presiden yang diincer bukan gaji tapi proyek dong,0
positif,kasihan banget lihat demokratsby yang cuek prabowo pas debatjatah menteri tidak direkensmp salah susilo bambang yudhoyono pas debattp masih sok tegar dukung cian dehkoalisi yang tak anggap tetapi masih bangga asa punya harga diri,2
positif,program ekonomi prabowo sandi lebih konkret,2
negatif,saya tidak tahu yang mmrintahkan para personil pangkat rendah itu untuk membuly uji akhir semester dan gatot kasihan polisi cuma jadi alat muas nafsu politik jokowi demi gaji dan jabatn,0
negatif,heran juga sih kelas sandy tidak bisa beda omong tentang mikro dan makro ekonomi lihat tidak kompeten jadi,0
netral,play station bolakbalik singgung soal deindustrialisasi meski begitu dia kata tak ingin salah atas kondisi itudia ujar salah arah bangun ekonomi indonesia saat ini tak lepas dari andil presiden belum jokowi,1
positif,masyaaallah baru kali ini umur saya ada kandidat calon presiden calon wakil presiden yang janji di depan rakyat indonesia tidak akan ambil gaji dan serah kepada negara subhanallah getar hati saya bagai rakyat indonesia,2
positif,pimpin karismatik prabowo sandiuno tak akan ambil gaji lama jadi presiden dan wakil presiden nanti allah subhanahu wa taala sudah begitu baik kepada saya dan pak,2
negatif,ngebanggain esport kalau rakyat miskin dan susah tidak ada guna sembako mahal tarif dasar listrik naik anggur tinggi dan lain lain fokus fundamental ekonomi lebih penting makin yakin tusuk prabowo sandi,0
netral,prabowosandi akan wakaf seluruh gaji mereka bagai presiden dan wakil presiden,1
negatif,dia impor tenaga kerja asing cina itu karena dia tidak kasihan sama rakyat sendiribyk anggur lapang kerja kasih ke orang asingpercuma banyak sarjana muda di indonesiatapi banyak pengangguranmungkin dia tidak hina bangsa tapi tidak harga bangsa dan rakyat,0
positif,klarifikasi itu besar beliau harga lawan debat,2
negatif,jokowi tidak pernah bunuh orang tidak pernah culik tidak pernah ngemplang gaji karyawan tidak masuk panama pappers tidak pernah gampar ipar tidak pernah tinggal bini tidak pernah setir adik dia sendiri yang bicara ya mau tambah wkwk,0
negatif,gaji adalah kecil tapi fasilitas dan tunjang lainlain adalah buat siapeyg benar saja,0
netral,enggak balik itu ketes soal ekonomi ke sandi,1
netral,sesuai kata pak hati pak arah ekonomi negara memang harus kembali ke undang undang dasar harus ada protect tidak bisa di lepas cara bebas,1
positif,ekonomi saat pak susilo bambang yudhoyono itu baik sama baik seperti ekonomi tapi kena dampak ekonomi global indonesia langsung krismon fundamental itu yang tidak dirapihin sama presiden telah pak harto lengser sampai jokowi,2
positif,walaupun pak prabowo bicara tidak sesuai konteks mereka hanya lihat sosok prabowonya tidak cerna apa yang bicara padahal debat itu ada tema ketika bahas esport karena tema kembang ekonomi digital kalau mau debat tanpa tema di warung kopi saja bareng mang kohar,2
positif,subhanallah begitu cinta negeri ini sampai sampai dia tidak akan terima gaji dan gaji mau beri kaum duafa dan fakir miskin allahu akbar allahu akbar allahu akbar,2
negatif,apa karena prabowo bicara begitu terus pert ekonomi mandek di atau karena prabowo juga impor jadi saat panen raya,0
positif,program yang mantap amburadul mungut pajak event perintah juga harus benah pemunguran pph pasal pph final pph,2
netral,prabowo bicara bangsa dengan tekan cinta tanah air cinta bangsa dan cinta negara sandi fokus ekonomi yang muara kepada cinta tanah air cinta bangsa dan cinta negara bisa di arti new dwi tunggal,1
negatif,ya saya percaya gaji tidak bakal ambil tapi keluarga dapat proyek semua kayak jaman pak hartov,0
negatif,sandi erti banget ekonomi mikromakro prabowo juga sih jae baca sinchan indeks prestasi kumulatif di bawah mana erti,0
positif,alhamdulillah sukses mudah ekonomi syariat makin maju depan,2
negatif,yang butuh orang pimpin itu bukan citra gaji hibah tapi mampu untuk menhelola negara hal itu tidak ada dalam diri prabowo sandi,0
netral,bodoh amat dengan masa depan generasi milineal toh kalau jadi lagi cuma sampai tahun ke depan yang penting industri game bisa putar dan ekonomi tingkat,1
netral,iya paham kancah internasional siapa yang lihat satu arah cuma tekan fokus prabowo itu bukan di esport beliau sila itu tetapi tegas hal vital pangan masalah tani dan nelayan yang harus jadi fokus karena salah satu dasar maju ekonomi,1
positif,pak prabowosandi sudah tajir melintir gaji pres dan wakil presiden receh buat beliau beda sama jae dan gerombol nya gaji di ambil impor di tambah fee impor di gasak juga tentu niat abdi tulus untuk bangsa ini yang buat prabowosandi tak bendung,2
positif,tuju karena juga sudah aku pak kalau rel ekonomi kita sudah benar di bawah perintah pak pictwittercomgfnyubxtch,2
negatif,rakyat sedang sulit ekonomi lalu kamu dengan dongok tanya soal mobile legend mk prabowo perlu mengembalikannnya pada konteks waras pertanyaa kamu salah anjing,0
netral,jokowi kata dalam tahun akhir ini perintah telah kerja keras dukung ekonomi digital ada tiga hal pokok untuk dukung ekonomi digital sebut pictwittercomjmfwkjz,1
negatif,astgfrlhalzm sombongg banget jokowi baru juga jadi pemimpn begitu bagaimana dia bisa jilat jidata sendirihormari tuuuh orang tuahargai tuhanda itu bukan sp di banding beliaumuuak gue liata,0
positif,walaupun usaha saya naik turun saya tidak pikir ekonomi lemah bagi saya tetap my presiden,2
negatif,baca lagi mas tema pengaruh game bagi ekonomi bukan disambungin ke tani beda tema itu bos,0
negatif,tumbuh ekonomi harus kualitas tidak sekadar angka saja pak presiden,0
positif,yakin percaya kalau pak akan bisa maju ekonomi rakyat indonesiapengalaman beliau dalam hal ini tak perlu ragu lagi,2
netral,debat presiden akhir saat closing nyata bapak prabowo bapak sandiaga uno beliau kata jika saya dan pak prabowo pilih saya dan pak prabowo tidak akan ambil gaji peser dari gaji yang saya terima masyaallah pimpin yang tidak penting kpntingan pribadi,1
negatif,bayar dulu pajak pribadiatas harta yangbterbongkar di panama papers sok naik tax ratiotarif yang ada saja tidak bayar sok mau naik orang lain yang bayar diri sendiri ada di panama paperspreeetttt,0
negatif,jokowi pikir visi ke depan sementara lawan milik pikir mundur tahun kblkangtdk mau impor tidak prioritas ekonomi digitl,0
positif,ya memang infrastructure itu bisa dsbt tiang buah ekonomi tetapi percuma ibarat di dalam buah wadah tapi wadah sebut bocor karena sumber daya manusia yang kurang pada maka kami prabowo sandi percaya bahwa harga telur gulung lebih murah wkwk,2
negatif,sok tidak mau ambil gaji pantas buruh tidak juga gaji,0
negatif,mabuk kamu ya tanya apa jawab apa tidak harga hasil kerja presiden belum bisa salah orang lain apa prestasi sih,0
positif,cakap orang belah malah cari gaji,2
negatif,gaji tidak di ambil fee proyek jalan pak,0
netral,pakde ngepush gaji tinggi prabowo ngepush harga rendah mau yang mana pictwittercomuhacwjuzp,1
positif,yang sampai pak prabowo itu persis seperti yang aku sampai kemarin memang perlu langkah fundamental untuk baik sistem ekonomi kapitalis yang sudah sangat rusak yang laku presiden belum cc hilmi,2
positif,prabowo dan sandi komit gaji tidak akan ambil rupiah mantap allahu akbar,2
netral,soal ekonomi salah arah saat ini ekonomi ri hanya untung kapitalis,1
positif,pasang yang tidak kompak pak jokowi terlalu banyak tonjol citra dan sikap itu tunjuk lemah pak kma moga anda sabar tabah tetapi jaga harga diri anda dan wibawa islam walau lihat hanya bagai lengkap,2
netral,yang sayang oleh prabowo adalah presiden presiden telah pak harto tidak baik fundamental ekonomi ini sampai ke pak jokowi,1
positif,pak prabowo dan pak sandi lebih erti dan paham masalah ekonomi di negeri ini dan tau solusi makin mantao saja untuk prabowo sandi,2
negatif,mas industri esports itu sudah billion dollars sekarang dampak besar buat ekonomi km keluar dong dari gua tidak junjung tidak dukung kampung semua,0
positif,asa dari jaman londo tani itu ya mandiri deh cuma saat ini yang aku rasa parit sawah dirapiin irigasi dan lumayan ada bantu benih padi terus kalau traktor kok sampai juta kok mahal pol bisa beli ya sayang kalau yang harga jtan saja sudah bisa buat kerja,2
positif,benar sekali ri pak prabowo berani kritik presiden belum yang kata salah kelola perekonomianbkn salah pak jokowijd lanjut periode,2
positif,arti ekonomi masyarakat kecil jadi lebih bagus dulu jajan di warung kecil sekarang jajan di restoran atau mal yang ramai sekarang jaman sudah modern jajan di warung kecil ribu di mal pakai gopay ribu nikmat lebih baik salah presiden atau salah laku usaha,2
positif,turut saya ini sindir pak prabowo kepada presiden saat ini fakta tunjuk di era pak susilo bambang yudhoyono tumbuh ekonomi baik gdp naik anggar dapat dan belanja negara naik dan hukum adil sudah yakin presiden saat ini enggak pernah mau salah jika mungkin salah jajah kenapa belanda bukan inggris,2
positif,cara ke ilmu sudah lihat pak jokowi lebih kuasa ilmu ekonomi daripada pak play station aku saja tidak usah malu malu pak play station saja aku carut marut ekonomi kita karena presiden belum pak jokowi pictwittercomejmeunzwq,2
positif,coba deh paham lagi tanya yang tanya pak jokowi bukan sejahtera developer lain cristiano ronaldo bagaimana kembang esport itu sendiri agar dapat jadi ekonomi digital yang dapat sejahtera bangsa ini tanya lebih cocok ke infrastruktur for maju game industri,2
positif,siapa presiden nanti turut jokowi tetap jasa sama indonesia tahun ini jokowi tidak tidur kok kalian cukup harga beliau walaupun kalian tidak dukung beliau untuk jadi pimpin,2
negatif,lebih baik prabowo gaji nya tidak di ambildan di sumbanginlah sih jokowi kampanye saja nebeng pasilitas duit rakyat wkwk mobil dinas pakai tempat kaos sampai penuh luber itu kaoskasian mobil duuh,0
negatif,ketika prabowo bilang bahwa hancur ekonomi ini bukan salah pak jokowi tapi salah presiden belum nya saya lihat wajah langsung kecut,0
negatif,tapi akhir dengan hancur ekonomi dan rusuh sosial kok bisa,0
negatif,jadi cuma bisa kerja adan ingin gaji besar pergi ke arab saja bu malas lah yang begini,0
negatif,yaelaaah gaji presidenwakil presiden sih tidak rapah banding planning mau embat anggar dapat dan belanja negara nya pakai markup proyek triliun yang sudah siap sih prabowo sama sandi,0
netral,bung bowo sebut salah arah ekonomi indonesia tidak semata salah jokowi tetapi juga presidenpresiden belum makanya coblos saja,1
netral,kata prabowo pakar salah arah ekonomi yang akibat jadi deindustrialisasi adalah salah semua pihak masuk presiden belum lah malah ngehoaks dengan salah presiden dahulu,1
positif,kejar jabat demi apa di gaji saja tolak,2
positif,kenapa angkat tema esport game mobile legends jokowi tahu potensi suara di kalang gamers sangat besar dan potensi ekonomi di dalam sangat besar kalah set,2
positif,ini yang di gembar gembor sih jae ekonomi roket ya allah selamat lah saudara kami agar pilih pimpin yang akan bawa ubah sama prabowo sandi indonesia adil dan makmur,2
negatif,untung bapak jokowi bahas mobile legend moga dengan perhati game mobile legend rakyat bisa makin makmur harga bahan pokok jadi terjangkaupokok e hidup mobile legend kelas tanya presiden putar mobile legend,0
negatif,prabowo kaya indonesia dikiasai oleh elite dan dengan bangga nya dia aku hal yang lama ini dia koar yang dia anggap rusak ekonomi kaya negara harus malu woi atau memang sudah tidak punya mau auto hancur bangsa ini,0
negatif,prabowo bilang contoh tiongkok tiongkok jelma jadi raksasa ekonomi butuh waktu tahun pondasinya bangun dalam beberapa dekade jelas kan semua hancur bangsa ini karena soeharto yang prabowo puja dan ingin hidup kembali pictwittercomixwuyztusp,0
negatif,benar prabowo saja aku presiden dahulu tidak lebih baik justru biang dari hancur ekonomi datang dari yang dahulu begitu kok mau ganti presiden,0
negatif,wkwk poin terahir dalam depat ini hancur ekonomi kata prabowo bukan salah jokowi tapi salah susilo bambang yudhoyono,0
negatif,wkwk ketika prabowo bilang bahwa hancur ekonomi ini bukan salah pak jokowi tapi salah presiden belum nya aku lihat wajah langsung kecut,0
positif,tuju fondasi ekonomi dulu kuat baru bicara yang lain lain kalau ekonomi lemah percuma cuma bisa mimpi tanpa bisa realisasi good point and by the way superb closing nyata by and,2
positif,gaji akan kasih semua ke fakir miskin om keren kan,2
netral,program ekonomi pak jokowi ini pihak pada masyarakat sehingga miskin bisa atas,1
positif,hatihati pak prabowo dan pak sandi komitmen bapakbapak untuk tidak ambil gaji rupiah pun saya ingat dengan sangat jelas lo heheheheheh,2
netral,kata bang sandi kalau mau harga bahan pokok murah ya tpstusuk prabowo sandi kalau mau tidak kangen kangen an member lagi ya tusut mashook tidak,1
netral,yakin itu tidak ada tunggak pajak iya,1
netral,perlu kita ingat bahwa dasar negara kita pancasila negara satu republik indonesia bhineka tunggal ika undang undang dasar sudah final harga mati dan tidak bisa ganggu gugat kata jokowi,1
negatif,lampau optimisjadi sombong takaburmakanya beliau selalu optimis janji masa lalu tidak tercapaioptimisharga sawit anjlok optimisharga karet terjun optimis optimispertumbuhan ekonomi optimis,0
netral,perintah jokowi fokus pada tumbuh ekonomi adil,1
positif,kalimat tutup yang luar biasa jika nanti prabowo sandi menang pilih jadi presiden dan wakil presiden maka tidak akan ambil gaji mak saya allah,2
positif,salut sama pak dengan tidak akan ambil gaji rupiah apabila beri amanah jadi presiden rela korban jiwa raga dan harta untuk negara satu republik indonesia sedang banyak sekali jabat yang serakah hingga korupsi besar semangat,2
negatif,oh my god sudah ya e sport bagai ekonomi kreatif itu bisa buka peluang buat banyak orang sempit amat sudah,0
negatif,prabowo sandi janji tidak ambil gaji bagai presiden wakil presiden ya pasti berani lah kan tidak mungkin jadi presiden wakil karena tidak pilih lawak nih pictwittercomiyjjsucc,0
netral,pimpin itu perlu ke ikhlas kalau cari gaji ya betul kerja pilih prabowo sandi siap bela negeri,1
netral,bintang debat kali ini turut gue jokowi sama sandi ya cocok sih bahas ekonomi dua sama usaha iya,1
positif,jokowi habis ajar makro nih bisabisanya counterattack pakai istilah ekonomi wkwk,2
netral,nyata tutup debat kev kami yakin maju ekonomi sejahtera rakyat lalu upaya nyata dalam bangun di bidang infrastrukur dan bangun sumber daya manusia revormasi subtantif lebih rasa dalam tahun,1
